ms_sub_class,ms_zoning,lot_area,lot_shape,lot_config,neighborhood,bldg_type,house_style,year_built,year_remod_add,roof_style,exterior1st,exterior2nd,mas_vnr_type,mas_vnr_area,exter_qual,foundation,bsmt_qual,bsmt_cond,bsmt_fin_sf1,bsmt_unf_sf,heating_qc,electrical,x1st_flr_sf,x2nd_flr_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abv_gr,kitchen_qual,tot_rms_abv_grd,fireplaces,fireplace_qu,garage_cars,paved_drive,wood_deck_sf,open_porch_sf,fence,sale_type,sale_condition,ms_type,cond1,sale_price,p_bsmt_sf,p_fst_sf,p_snd_sf,p_unf,remodled,central_air_Y,garage_finish_none,garage_finish_RFn,garage_finish_Unf,garage_type_Attchd,garage_type_Basment,garage_type_BuiltIn,garage_type_CarPort,garage_type_Detchd,bsmt_exposure_Gd,bsmt_exposure_Mn,bsmt_exposure_No,bsmt_fin_type1_BLQ,bsmt_fin_type1_GLQ,bsmt_fin_type1_LwQ,bsmt_fin_type1_none,bsmt_fin_type1_Rec,bsmt_fin_type1_Unf,overall_qual_bs_1,overall_qual_bs_2,overall_qual_bs_3,overall_cond_bs_1,overall_cond_bs_2,overall_cond_bs_3,total_bsmt_sf_bs_1,total_bsmt_sf_bs_2,total_bsmt_sf_bs_3,lot_frontage_bs_1,lot_frontage_bs_2,lot_frontage_bs_3,garage_area_bs_1,garage_area_bs_2,garage_area_bs_3,garage_qual_bs_1,garage_qual_bs_2,garage_qual_bs_3,garage_cond_bs_1,garage_cond_bs_2,garage_cond_bs_3,exter_cond_bs_1,exter_cond_bs_2,exter_cond_bs_3,total_sf_bs_1,total_sf_bs_2,total_sf_bs_3
60,RL,-0.13992616964499746,Reg,Inside,CollgCr,1Fam,2Story,1.052598274317488,0.880059694682208,Gable,VinylSd,VinylSd,BrkFace,0.5180359968295821,1.0607450855490423,PConc,0.5861282405228712,0.11792573162936028,0.6170713872532619,-0.9434716040936987,0.9281582786394224,SBrkr,-0.8057688728538309,1.1672257068828615,0.5314620807292514,1.1135038949438176,-0.2411531883169791,0.7932734906446806,1.2292769282949916,0.16383821015187364,0.7408726560071552,0.9504169426733443,-0.9519046538168423,none,0.31305136527690225,Y,-0.7505731666448684,0.22590408590041147,none,WD,Normal,reg,Norm,208500,-0.5932657182118584,-1.2354266407663652,1.3843011446788966,-0.9867954722639389,-0.556013939913796,0.26391549461450886,-0.24245243668710614,1.566298983632222,-0.8418877409488011,0.8229979872007973,-0.1148675656752144,-0.25182098178967616,-0.0787840088822046,-0.60091322339861,-0.315403288751857,-0.291141292173787,0.7265944809997831,-0.33600537423418797,1.5821155827593911,-0.23115262446298512,-0.16130760272204095,-0.3167151915612439,-0.6465300040628569,0.1799703346516495,0.438800308863843,0.3566249060466835,0.2507222799004742,0.4420656671149057,0.2598121104611853,0.430368216009829,0.15676391187421856,0.01903402958359306,0.39111543956151995,0.10251009504636613,0.008955855077975538,0.43399187152012253,0.2824555173313862,0.06127696892224848,0.288,0.43199999999999994,0.21599999999999997,0.2880000000000001,0.4320000000000001,0.21600000000000003,0.22932426096946362,0.44429415690984997,0.2869260278433419,0.3359308130885058,0.4071753274691909,0.164509814561094
20,RL,0.1086307957762147,Reg,FR2,other,1Fam,1Story,0.15837358471538793,-0.4279683178851736,Gable,MetalSd,MetalSd,None,-0.5749902593257628,-0.6887643428791294,CBlock,0.5861282405228712,0.11792573162936028,1.2452917469392222,-0.6403639732287739,0.9281582786394224,SBrkr,0.4290492929828258,-0.7940813167139152,-0.3901468232438433,-0.8192207227086659,3.944577151756301,0.7932734906446806,-0.7599414528971257,0.16383821015187364,-0.7698858509277157,-0.2340041181787174,0.6057575069743542,TA,0.31305136527690225,Y,1.6267698749919384,-0.7080610308628272,none,WD,Normal,reg,Artery,181500,0.5656487692914166,0.23703095392472037,-0.8335444920285566,-0.851247716584179,-0.556013939913796,0.26391549461450886,-0.24245243668710614,1.566298983632222,-0.8418877409488011,0.8229979872007973,-0.1148675656752144,-0.25182098178967616,-0.0787840088822046,-0.60091322339861,3.1683694006436545,-0.291141292173787,-1.375339553321018,-0.33600537423418797,-0.63163155703254,-0.23115262446298512,-0.16130760272204095,-0.3167151915612439,-0.6465300040628569,0.2818569554381303,0.4341964938846976,0.222957770675685,0.01756423312092384,0.2026396379678445,0.7792886561577602,0.4341927592714796,0.281867933230765,0.06099405551049818,0.42490326779707344,0.14588953400757887,0.016696942375688573,0.44442715068667604,0.21982418206007637,0.03624341352961834,0.288,0.43199999999999994,0.21599999999999997,0.2880000000000001,0.4320000000000001,0.21600000000000003,0.22932426096946362,0.44429415690984997,0.2869260278433419,0.3115333121591347,0.4215698661527083,0.19015746215205226
60,RL,0.4193947935032455,IR1,Inside,CollgCr,1Fam,2Story,0.9863594084210362,0.8316142127352679,Gable,VinylSd,VinylSd,BrkFace,0.3284294013740631,1.0607450855490423,PConc,0.5861282405228712,0.11792573162936028,0.10895197868373525,-0.301064386439679,0.9281582786394224,SBrkr,-0.5761617121343383,1.194785056160568,0.6649964806630805,1.1135038949438176,-0.2411531883169791,0.7932734906446806,1.2292769282949916,0.16383821015187364,0.7408726560071552,-0.2340041181787174,0.6057575069743542,TA,0.31305136527690225,Y,-0.7505731666448684,-0.06500308161600717,none,WD,Normal,reg,Norm,223500,-0.5078708735044674,-1.0995461918841598,1.3164368025591169,-0.1798510587744923,-0.5151783402566171,0.26391549461450886,-0.24245243668710614,1.566298983632222,-0.8418877409488011,0.8229979872007973,-0.1148675656752144,-0.25182098178967616,-0.0787840088822046,-0.60091322339861,-0.315403288751857,3.4324026024699092,-1.375339553321018,-0.33600537423418797,1.5821155827593911,-0.23115262446298512,-0.16130760272204095,-0.3167151915612439,-0.6465300040628569,0.1799703346516495,0.438800308863843,0.3566249060466835,0.2507222799004742,0.4420656671149057,0.2598121104611853,0.4376943899026491,0.17614997318916759,0.023630500923597867,0.3993275958682503,0.11083378171037153,0.010254009736469748,0.4153306094423669,0.3229168932748837,0.08368860661173458,0.288,0.43199999999999994,0.21599999999999997,0.2880000000000001,0.4320000000000001,0.21600000000000003,0.22932426096946362,0.44429415690984997,0.2869260278433419,0.3208204823470683,0.4165406614633257,0.18027332230885373
70,RL,0.09843317650261874,IR1,Corner,other,1Fam,2Story,-1.8619118251263937,-0.7186412095668139,Gable,Wd Sdng,other,None,-0.5749902593257628,-0.6887643428791294,BrkTil,-0.5563516721540626,1.9277753812673333,-0.5146491136515929,-0.06129267844205188,-0.31107553735425486,SBrkr,-0.43737289496536946,0.942157687781592,0.5439896309114064,1.1135038949438176,-0.2411531883169791,-1.02526856809737,-0.7599414528971257,0.16383821015187364,0.7408726560071552,0.39079211246097056,0.6057575069743542,Gd,1.6515525106543907,Y,-0.7505731666448684,-0.1721794064904772,none,WD,Abnorml,reg,Norm,140000,-0.8263937035080082,-0.4505867861372274,1.2229510914946344,0.4802433420758825,1.6899440412310407,0.26391549461450886,-0.24245243668710614,-0.6380098176571406,1.1869921372385577,-1.2142364191468469,-0.1148675656752144,-0.25182098178967616,-0.0787840088822046,1.662992408940339,-0.315403288751857,-0.291141292173787,0.7265944809997831,-0.33600537423418797,-0.63163155703254,-0.23115262446298512,-0.16130760272204095,-0.3167151915612439,-0.6465300040628569,0.1799703346516495,0.438800308863843,0.3566249060466835,0.2507222799004742,0.4420656671149057,0.2598121104611853,0.41312803267618947,0.1274795072257956,0.01311217788608183,0.37573403362222846,0.08910688544400676,0.007044022564743618,0.40125002988137914,0.3443883946308095,0.09852823054945622,0.288,0.43199999999999994,0.21599999999999997,0.2880000000000001,0.4320000000000001,0.21600000000000003,0.22932426096946362,0.44429415690984997,0.2869260278433419,0.3506095912351438,0.3965544308735985,0.14950666931414786
60,RL,0.8876924376195992,IR1,FR2,other,1Fam,2Story,0.9532399754728103,0.7347232488413878,Gable,VinylSd,VinylSd,BrkFace,1.376842340951639,1.0607450855490423,PConc,0.5861282405228712,0.11792573162936028,0.49928006981214434,-0.17439254070508353,0.9281582786394224,SBrkr,0.11986153669176587,1.6242515824048271,1.3080508377091864,1.1135038949438176,-0.2411531883169791,0.7932734906446806,1.2292769282949916,1.3888439045181904,0.7408726560071552,1.45867296871948,0.6057575069743542,TA,1.6515525106543907,Y,0.7811377863560273,0.5780548676308129,none,WD,Normal,reg,Norm,250000,-0.6836195209236913,-1.3855698135505106,1.1515139891577453,-0.29903041285452325,-0.556013939913796,0.26391549461450886,-0.24245243668710614,1.566298983632222,-0.8418877409488011,0.8229979872007973,-0.1148675656752144,-0.25182098178967616,-0.0787840088822046,-0.60091322339861,-0.315403288751857,-0.291141292173787,-1.375339553321018,-0.33600537423418797,1.5821155827593911,-0.23115262446298512,-0.16130760272204095,-0.3167151915612439,-0.6465300040628569,0.0887798912340543,0.37532192163719563,0.5288980905599617,0.2507222799004742,0.4420656671149057,0.2598121104611853,0.4427842565597666,0.24599125364431484,0.0455539358600583,0.43096151853733994,0.15808195439797623,0.019328797917656484,0.28661747180072816,0.43251300798810255,0.2175576863285522,0.288,0.43199999999999994,0.21599999999999997,0.2880000000000001,0.4320000000000001,0.21600000000000003,0.22932426096946362,0.44429415690984997,0.2869260278433419,0.21415423385656598,0.4442475143982627,0.30718647723337805
50,RL,0.8674120876490006,IR1,Inside,other,1Fam,1.5Fin,0.7214039448352287,0.4924958391066875,Gable,VinylSd,VinylSd,None,-0.5749902593257628,-0.6887643428791294,other,0.5861282405228712,0.11792573162936028,0.6771218628114787,-1.1380033671861132,0.9281582786394224,SBrkr,-1.0372976233688596,0.5058013242179064,-0.1606564849908463,1.1135038949438176,-0.2411531883169791,-1.02526856809737,1.2292769282949916,-2.2861731785807597,-0.7698858509277157,-0.9446449503666524,-0.9519046538168423,none,0.31305136527690225,Y,-0.43146671810301507,-0.24873392425795576,MnPrv,WD,Normal,reg,Norm,143000,-0.29316855094571,-0.7812401033488788,0.8995999649354254,-1.2448812806369467,-0.47434274059943826,0.26391549461450886,-0.24245243668710614,-0.6380098176571406,1.1869921372385577,0.8229979872007973,-0.1148675656752144,-0.25182098178967616,-0.0787840088822046,-0.60091322339861,-0.315403288751857,-0.291141292173787,0.7265944809997831,-0.33600537423418797,1.5821155827593911,-0.23115262446298512,-0.16130760272204095,-0.3167151915612439,-0.6465300040628569,0.3752170846271685,0.37478266374399083,0.12478291527566439,0.2507222799004742,0.4420656671149057,0.2598121104611853,0.4208989608745285,0.13901890989880694,0.01530553973436381,0.4322916647983157,0.16116136626253003,0.020027362766542475,0.4440183063941684,0.23420745831780315,0.04117933333060277,0.288,0.43199999999999994,0.21599999999999997,0.2880000000000001,0.4320000000000001,0.21600000000000003,0.22932426096946362,0.44429415690984997,0.2869260278433419,0.3837074801867071,0.36586769475364983,0.11628577929487305
20,RL,0.2047912647758274,Reg,Inside,Somerst,1Fam,1Story,1.085717707265714,0.9769506585760881,Gable,VinylSd,VinylSd,Stone,0.46226935110737066,1.0607450855490423,PConc,1.7286081531998048,0.11792573162936028,2.1483585139877897,-0.565718064135173,0.9281582786394224,SBrkr,1.3633698582876195,-0.7940813167139152,0.5026476788926459,1.1135038949438176,-0.2411531883169791,0.7932734906446806,-0.7599414528971257,0.16383821015187364,0.7408726560071552,0.39079211246097056,0.6057575069743542,Gd,0.31305136527690225,Y,1.2837304428094463,0.16466047168642858,none,WD,Normal,reg,Norm,307000,0.656014571108588,0.34587648124131976,-0.8335444920285566,-0.9519999789800772,-0.5151783402566171,0.26391549461450886,-0.24245243668710614,1.566298983632222,-0.8418877409488011,0.8229979872007973,-0.1148675656752144,-0.25182098178967616,-0.0787840088822046,-0.60091322339861,-0.315403288751857,-0.291141292173787,-1.375339553321018,-0.33600537423418797,1.5821155827593911,-0.23115262446298512,-0.16130760272204095,-0.3167151915612439,-0.6465300040628569,0.0887798912340543,0.37532192163719563,0.5288980905599617,0.2507222799004742,0.4420656671149057,0.2598121104611853,0.35462997941507723,0.3933593061143554,0.1454394276554393,0.41562668141389314,0.1309747945632016,0.013757856571764876,0.4039026116511686,0.3406923886076171,0.09579149387906477,0.288,0.43199999999999994,0.21599999999999997,0.2880000000000001,0.4320000000000001,0.21600000000000003,0.22932426096946362,0.44429415690984997,0.2869260278433419,0.2057771927631491,0.44361843252937483,0.31878705156331316
60,RL,0.2618185050515763,IR1,Corner,NWAmes,1Fam,2Story,0.059015285870710144,-0.5733047637259937,Gable,HdBoard,HdBoard,Stone,0.7634092380073128,-0.6887643428791294,CBlock,0.5861282405228712,0.11792573162936028,0.9704453395766145,-0.794179785906497,0.9281582786394224,SBrkr,0.012556837345422464,1.463488711618206,1.1510982618856034,1.1135038949438176,-0.2411531883169791,0.7932734906446806,1.2292769282949916,0.16383821015187364,-0.7698858509277157,0.39079211246097056,2.1634196677655506,TA,0.31305136527690225,Y,1.1241772185385195,2.415363294050299,none,WD,Normal,reg,RR,200000,-0.7975526393251502,-1.585014775265105,1.0108896853689366,-0.9326691289364122,-0.556013939913796,0.26391549461450886,-0.24245243668710614,1.566298983632222,-0.8418877409488011,0.8229979872007973,-0.1148675656752144,-0.25182098178967616,-0.0787840088822046,-0.60091322339861,-0.315403288751857,3.4324026024699092,-1.375339553321018,-0.33600537423418797,-0.63163155703254,-0.23115262446298512,-0.16130760272204095,-0.3167151915612439,-0.6465300040628569,0.1799703346516495,0.438800308863843,0.3566249060466835,0.149066035691297,0.42660721736338036,0.4069644191862722,0.44402068114002674,0.23417384183992834,0.04116729282464676,0,0,0,0.443791123014843,0.23708046748254313,0.04221741952227774,0.288,0.43199999999999994,0.21599999999999997,0.2880000000000001,0.4320000000000001,0.21600000000000003,0.22932426096946362,0.44429415690984997,0.2869260278433419,0.2121924053945935,0.4441394407595244,0.30987575084879254
50,RM,-0.76263455893696,Reg,Inside,OldTown,1Fam,1.5Fin,-1.3320008979547788,-1.687550848505615,Gable,other,other,None,-0.5749902593257628,-0.6887643428791294,BrkTil,-0.5563516721540626,0.11792573162936028,-1.0135299875198553,0.8706501866053289,-0.31107553735425486,other,-0.2415422839130086,0.9329712380223566,0.644267613480711,-0.8192207227086659,-0.2411531883169791,0.7932734906446806,-0.7599414528971257,-1.0611674842144432,-0.7698858509277157,0.9504169426733443,2.1634196677655506,TA,0.31305136527690225,Y,-0.032583657425698534,-0.7080610308628272,none,WD,Abnorml,reg,Feedr,129900,-0.4765544225252486,-0.7059722704059302,0.9883310596442701,1.2578193328343263,0.2198624535726022,0.26391549461450886,-0.24245243668710614,-0.6380098176571406,1.1869921372385577,-1.2142364191468469,-0.1148675656752144,-0.25182098178967616,-0.0787840088822046,1.662992408940339,-0.315403288751857,-0.291141292173787,0.7265944809997831,-0.33600537423418797,-0.63163155703254,-0.23115262446298512,-0.16130760272204095,-0.3167151915612439,1.5456577771549227,0.1799703346516495,0.438800308863843,0.3566249060466835,0.2507222799004742,0.4420656671149057,0.2598121104611853,0.44032715826452995,0.1859766879626586,0.026183053377765598,0.34250033516176803,0.06666991256965712,0.004325910357573173,0.444410743296052,0.22557942284441687,0.038167451153719126,0.43199999999999994,0.288,0.06399999999999999,0.2880000000000001,0.4320000000000001,0.21600000000000003,0.22932426096946362,0.44429415690984997,0.2869260278433419,0.31228693331063323,0.42118159627191853,0.18934930039879577
190,RL,-0.39181777246674293,Reg,Corner,other,2fmCon,1.5Unf,-1.0670454343689715,-1.687550848505615,Gable,MetalSd,MetalSd,None,-0.5749902593257628,-0.6887643428791294,BrkTil,-0.5563516721540626,0.11792573162936028,0.9519682701740863,-0.966091576546305,0.9281582786394224,SBrkr,-0.07481028683093431,-0.7940813167139152,-0.8632863589115833,1.1135038949438176,-0.2411531883169791,-1.02526856809737,-0.7599414528971257,-1.0611674842144432,-0.7698858509277157,-0.9446449503666524,2.1634196677655506,TA,-1.0254497801005862,Y,-0.7505731666448684,-0.6468174166488444,none,WD,Normal,multi,Feedr,118000,0.8624718960824224,0.8540148618629124,-0.8335444920285566,-1.0792241469578283,-0.10682234368482861,0.26391549461450886,-0.24245243668710614,1.566298983632222,-0.8418877409488011,0.8229979872007973,-0.1148675656752144,-0.25182098178967616,-0.0787840088822046,-0.60091322339861,-0.315403288751857,-0.291141292173787,0.7265944809997831,-0.33600537423418797,1.5821155827593911,-0.23115262446298512,-0.16130760272204095,-0.3167151915612439,-0.6465300040628569,0.3752170846271685,0.37478266374399083,0.12478291527566439,0.149066035691297,0.42660721736338036,0.4069644191862722,0.4426411813370722,0.19803946307225212,0.029534553484514954,0.3383527755421883,0.06432562272665177,0.004076401947189593,0.32156399511620976,0.05562921434499833,0.0032078731197537724,0.09599999999999997,0.3839999999999999,0.5119999999999999,0.2880000000000001,0.4320000000000001,0.21600000000000003,0.22932426096946362,0.44429415690984997,0.2869260278433419,0.400659234870008,0.34519301264108443,0.09913512997721385
