combination,val1,val2,val3,std,r2,mean
"['PoolArea', 'GarageFinish', 'GarageType', '1stFlrSF', 'TotalBsmtSF', 'GarageCars', 'KitchenQual', 'OverallQual', 'Neighborhood', 'GrLivArea', 'ExterQual', 'TotRmsAbvGrd']",0.8581259964693891,0.8003803316171632,0.7581723230070756,0.040969927506059094,0.7422598274908896,0.8055595503645426
"['HeatingQC', 'GarageFinish', 'GarageType', '1stFlrSF', 'TotalBsmtSF', 'GarageCars', 'KitchenQual', 'OverallQual', 'Neighborhood', 'GrLivArea', 'ExterQual', 'TotRmsAbvGrd']",0.858940241386704,0.8006327580639033,0.7585524886285848,0.04116121771092156,0.7543169157383753,0.8060418293597307
"['Exterior1st', 'GarageFinish', 'GarageType', '1stFlrSF', 'TotalBsmtSF', 'GarageCars', 'KitchenQual', 'OverallQual', 'Neighborhood', 'GrLivArea', 'ExterQual', 'TotRmsAbvGrd']",0.8579949063311034,0.7996726784815428,0.7582033055680012,0.04093294616271949,0.7552365430769397,0.8052902967935491
"['Exterior2nd', 'GarageFinish', 'GarageType', '1stFlrSF', 'TotalBsmtSF', 'GarageCars', 'KitchenQual', 'OverallQual', 'Neighborhood', 'GrLivArea', 'ExterQual', 'TotRmsAbvGrd']",0.8589871574656249,0.7965196085180406,0.7586917801025532,0.04135523881169558,0.7557460298608027,0.8047328486954063
"['HouseStyle', 'GarageFinish', 'GarageType', '1stFlrSF', 'TotalBsmtSF', 'GarageCars', 'KitchenQual', 'OverallQual', 'Neighborhood', 'GrLivArea', 'ExterQual', 'TotRmsAbvGrd']",0.8585490677584927,0.8014628972751192,0.7591263639687609,0.04073776154560332,0.7552280568478976,0.806379443000791
"['GarageQual', 'GarageFinish', 'GarageType', '1stFlrSF', 'TotalBsmtSF', 'GarageCars', 'KitchenQual', 'OverallQual', 'Neighborhood', 'GrLivArea', 'ExterQual', 'TotRmsAbvGrd']",0.8585511941980608,0.8005313191626322,0.7581941680747611,0.04113699734312792,0.7556130277222026,0.805758893811818
"['YearBuilt', 'GarageFinish', 'GarageType', '1stFlrSF', 'TotalBsmtSF', 'GarageCars', 'KitchenQual', 'OverallQual', 'Neighborhood', 'GrLivArea', 'ExterQual', 'TotRmsAbvGrd']",0.8586309776765648,0.8006856405529527,0.7586237428904026,0.04099906819932819,0.7556670729663282,0.8059801203733067
"['OverallCond', 'GarageFinish', 'GarageType', '1stFlrSF', 'TotalBsmtSF', 'GarageCars', 'KitchenQual', 'OverallQual', 'Neighborhood', 'GrLivArea', 'ExterQual', 'TotRmsAbvGrd']",0.8628263473120855,0.8074216169990756,0.7652579543466691,0.039954209756193564,0.7648131447732501,0.8118353062192766
"['CentralAir', 'GarageFinish', 'GarageType', '1stFlrSF', 'TotalBsmtSF', 'GarageCars', 'KitchenQual', 'OverallQual', 'Neighborhood', 'GrLivArea', 'ExterQual', 'TotRmsAbvGrd']",0.8587991125170946,0.8015870605277168,0.7593008511411086,0.04077205798905719,0.7544962121171018,0.8065623413953066
"['HeatingQC', 'PoolArea', 'GarageType', '1stFlrSF', 'TotalBsmtSF', 'GarageCars', 'KitchenQual', 'OverallQual', 'Neighborhood', 'GrLivArea', 'ExterQual', 'TotRmsAbvGrd']",0.8578152547922193,0.8003072902236642,0.7587410000481581,0.04062105423007424,0.7407396535979525,0.8056211816880139
